legacy_url,new_url,status,reason
"https://schillingspartners.com/news/schillings-leads-the-way-in-spears-2022-reputation-management-index","https://schillingspartners.com/news/schillings-leads-the-way-in-spears-2022-reputation-management-index/","301","news-migration"
"https://schillingspartners.com/news/schillings-moves-to-band-1-ranking-in-chambers-2022-defamation-reputation-management-high-net-worth","https://schillingspartners.com/news/schillings-moves-to-band-1-ranking-in-chambers-2022-defamation-reputation-management-high-net-worth/","301","news-migration"
"https://schillingspartners.com/news/schillings-one-of-the-best-companies-to-work-for","https://schillingspartners.com/news/schillings-one-of-the-best-companies-to-work-for/","301","news-migration"
"https://schillingspartners.com/news/schillings-partners-with-leading-travel-risk-management-provider-healix","https://schillingspartners.com/news/schillings-partners-with-leading-travel-risk-management-provider-healix/","301","news-migration"
"https://schillingspartners.com/news/schillings-partners-with-online-safety-charity-swgfl","https://schillingspartners.com/news/schillings-partners-with-online-safety-charity-swgfl/","301","news-migration"
"https://schillingspartners.com/news/schillings-partners-with-the-childrens-commisioner-to-protect-children-from-online-harms","https://schillingspartners.com/news/schillings-partners-with-the-childrens-commisioner-to-protect-children-from-online-harms/","301","news-migration"
"https://schillingspartners.com/news/schillings-pro-bono-update-with-our-ongoing-work-for-lilongwe-wildlife-trust","https://schillingspartners.com/news/schillings-pro-bono-update-with-our-ongoing-work-for-lilongwe-wildlife-trust/","301","news-migration"
"https://schillingspartners.com/news/schillings-promotes-two-new-partners-natasha-hibbert-adam-wilkinson","https://schillingspartners.com/news/schillings-promotes-two-new-partners-natasha-hibbert-adam-wilkinson/","301","news-migration"
"https://schillingspartners.com/news/schillings-proudly-supports-glitchs-ripple-effect-report-on-the-impact-of-online-abuse-during-lockdown","https://schillingspartners.com/news/schillings-proudly-supports-glitchs-ripple-effect-report-on-the-impact-of-online-abuse-during-lockdown/","301","news-migration"
"https://schillingspartners.com/news/schillings-record-number-of-partners-recognised-2025-spears-500","https://schillingspartners.com/news/schillings-record-number-of-partners-recognised-2025-spears-500/","301","news-migration"
"https://schillingspartners.com/news/schillings-retains-band-1-ranking-in-chambers-defamation-reputation-management-guide-2022","https://schillingspartners.com/news/schillings-retains-band-1-ranking-in-chambers-defamation-reputation-management-guide-2022/","301","news-migration"
